key;section;texte;texte_en;texte_en;;;;;;;;;;;;;;;;;;;;;;;;;;;
legal.section4_cnil;Legal Page;Vous pouvez également introduire une réclamation auprès de la CNIL : ;[EN] Vous pouvez également introduire une réclamation auprès de la CNIL : ;You can also file a complaint with the CNIL:;;;;;;;;;;;;;;;;;;;;;;;;;;;
legal.section4_contact_address;Legal Page;ou par courrier à : 335 rue Louis Lépine – 34000 Montpellier;[EN] ou par courrier à : 335 rue Louis Lépine – 34000 Montpellier;or by mail to: 335 rue Louis Lépine – 34000 Montpellier;;;;;;;;;;;;;;;;;;;;;;;;;;;
legal.section4_contact_email;Legal Page;contact@iage-france.com;[EN] contact@iage-france.com;contact@iage-france.com;;;;;;;;;;;;;;;;;;;;;;;;;;;
legal.section4_contact_name;Legal Page;IAGE – Délégué à la protection des données;[EN] IAGE – Délégué à la protection des données;IAGE – Data Protection Officer;;;;;;;;;;;;;;;;;;;;;;;;;;;
legal.section4_content1;Legal Page;Les informations collectées via les formulaires de contact sont enregistrées dans un fichier informatisé par IAGE pour répondre aux demandes de renseignements. Ces données sont traitées conformément au Règlement Général sur la Protection des Données (RGPD).;[EN] Les informations collectées via les formulaires de contact sont enregistrées dans un fichier informatisé par IAGE pour répondre aux demandes de renseignements. Ces données sont traitées conformément au Règlement Général sur la Protection des Données (RGPD).;Information collected through contact forms is stored in a computerized file by IAGE to respond to inquiries. This data is processed in accordance with the General Data Protection Regulation (GDPR).;;;;;;;;;;;;;;;;;;;;;;;;;;;
legal.section4_duration;Legal Page;3 ans maximum;[EN] 3 ans maximum;years maximum;;;;;;;;;;;;;;;;;;;;;;;;;;;
legal.section4_purpose;Legal Page;Gestion des demandes via le site;[EN] Gestion des demandes via le site;Managing requests via the site;;;;;;;;;;;;;;;;;;;;;;;;;;;
legal.section4_recipient;Legal Page;IAGE uniquement (aucune transmission à des tiers);[EN] IAGE uniquement (aucune transmission à des tiers);IAGE only (no transmission to third parties);;;;;;;;;;;;;;;;;;;;;;;;;;;
legal.section4_responsible;Legal Page;Monsieur Franz Durandet;[EN] Monsieur Franz Durandet;Mr. Franz Durandet;;;;;;;;;;;;;;;;;;;;;;;;;;;
legal.section4_rights_intro;Legal Page;Conformément aux dispositions des articles 39 et suivants de la loi « informatique et libertés » et du RGPD; vous disposez d'un droit d'accès; de rectification; d'opposition; de suppression et de portabilité de vos données personnelles. Pour exercer ces droits; vous pouvez contacter :;[EN] Conformément aux dispositions des articles 39 et suivants de la loi « informatique et libertés » et du RGPD; vous disposez d'un droit d'accès; de rectification; d'opposition; de suppression et de portabilité de vos données personnelles. Pour exercer ces droits; vous pouvez contacter :;In accordance with the provisions of Articles 39 et seq. of the French Data Protection Act and the GDPR; you have the right to access; rectify; oppose; delete; and transfer your personal data. To exercise these rights; you can contact:;;;;;;;;;;;
legal.section4_title;Legal Page;4. Données personnelles;[EN] 4. Données personnelles;4. Personal data;;;;;;;;;;;;;;;;;;;;;;;;;;;
legal.section5_content1;Legal Page;Le site peut utiliser des cookies ou traceurs pour améliorer votre expérience de navigation; analyser le trafic ou proposer des contenus adaptés.;[EN] Le site peut utiliser des cookies ou traceurs pour améliorer votre expérience de navigation; analyser le trafic ou proposer des contenus adaptés.;The site may use cookies or trackers to improve your browsing experience; analyze traffic or offer adapted content.;;;;;;;;;;;;;;;;;;;;;;;;
legal.section5_content2;Legal Page;Lors de votre première visite; si des Cookies sont effectivement présents; un bandeau vous informe de la présence de cookies et vous propose d'accepter ou de refuser leur utilisation. Vous pouvez à tout moment configurer vos préférences via les paramètres de votre navigateur.;[EN] Lors de votre première visite; si des Cookies sont effectivement présents; un bandeau vous informe de la présence de cookies et vous propose d'accepter ou de refuser leur utilisation. Vous pouvez à tout moment configurer vos préférences via les paramètres de votre navigateur.;On your first visit; if cookies are present; a banner will inform you of the presence of cookies and offer you the option to accept or refuse their use. You can configure your preferences at any time via your browser settings.;;;;;;;;;;;;;;;;;;;;;
legal.section5_title;Legal Page;5. Cookies;[EN] 5. Cookies;5. Cookies;;;;;;;;;;;;;;;;;;;;;;;;;;;
legal.section5_type1;Legal Page;;[EN] ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
legal.section5_type2;Legal Page;;[EN] ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
legal.section5_type3;Legal Page;;[EN] ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
legal.section5_types_intro;Legal Page;Types de cookies utilisés : aucun;[EN] Types de cookies utilisés : aucun;Types of cookies used: none;;;;;;;;;;;;;;;;;;;;;;;;;;;
legal.section6_content1;Legal Page;IAGE s'efforce de fournir sur ce site des informations aussi précises que possible. Toutefois; elle ne saurait être tenue responsable des omissions; inexactitudes ou carences dans la mise à jour; qu'elles soient de son fait ou du fait de tiers partenaires.;[EN] IAGE s'efforce de fournir sur ce site des informations aussi précises que possible. Toutefois; elle ne saurait être tenue responsable des omissions; inexactitudes ou carences dans la mise à jour; qu'elles soient de son fait ou du fait de tiers partenaires.;IAGE strives to provide information on this site that is as accurate as possible. However; it cannot be held responsible for omissions; inaccuracies; or deficiencies in updating; whether caused by itself or by third-party partners.;;;;;;;;;;;;;;;;;
legal.section6_content2;Legal Page;L'utilisateur reconnaît utiliser les informations et outils disponibles sur le site sous sa responsabilité exclusive.;[EN] L'utilisateur reconnaît utiliser les informations et outils disponibles sur le site sous sa responsabilité exclusive.;The user acknowledges that he uses the information and tools available on the site under his sole responsibility.;;;;;;;;;;;;;;;;;;;;;;;;;;;
legal.section6_title;Legal Page;6. Responsabilités;[EN] 6. Responsabilités;6. Responsibilities;;;;;;;;;;;;;;;;;;;;;;;;;;;
legal.title;Legal Page;Mentions légales;[EN] Mentions légales;Legal notices;;;;;;;;;;;;;;;;;;;;;;;;;;;
privacy.content;Privacy Page;Contenu de la politique de confidentialité à ajouter...;[EN] Contenu de la politique de confidentialité à ajouter...;Privacy Policy Content to be added...;;;;;;;;;;;;;;;;;;;;;;;;;;;
privacy.title;Privacy Page;Politique de confidentialité;[EN] Politique de confidentialité;Privacy Policy;;;;;;;;;;;;;;;;;;;;;;;;;;;
privacy.intro;Privacy;Cette politique de confidentialité décrit comment IAGE collecte; utilise et protège vos données personnelles lorsque vous utilisez notre site web et nos services.;[EN] This privacy policy describes how IAGE collects; uses; and protects your personal data when you use our website and services.;This privacy policy describes how IAGE collects; uses; and protects your personal data when you use our website and services.;;;;;;;;;;;;;;;;;;;;;;
privacy.data_collection.title;Privacy;Données collectées;[EN] Data Collection;Data Collection;;;;;;;;;;;;;;;;;;;;;;;;;;;
privacy.data_collection.text;Privacy;"Nous collectons les informations que vous nous fournissez volontairement via notre formulaire de contact, notamment :
- Nom et prénom
- Fonction (optionnel)
- Entreprise
- Adresse email
- Numéro de téléphone
- Adresse postale (optionnel)
- Secteur d'activité et service d'intérêt
- Préférences de contact
- Message";"[EN] We collect information that you voluntarily provide through our contact form, including:
- First and last name
- Job title (optional)
- Company
- Email address
- Phone number
- Postal address (optional)
- Industry sector and service of interest
- Contact preferences
- Message";"We collect information that you voluntarily provide through our contact form, including:
- First and last name
- Job title (optional)
- Company
- Email address
- Phone number
- Postal address (optional)
- Industry sector and service of interest
- Contact preferences
- Message";;;;;;;;;;;;;;;;;;;;;;;;;;;
privacy.data_use.title;Privacy;Utilisation des données;[EN] Data Use;Data Use;;;;;;;;;;;;;;;;;;;;;;;;;;;
privacy.data_use.text;Privacy;"Nous utilisons vos données personnelles pour :
- Répondre à vos demandes de contact
- Vous fournir les informations demandées sur nos services
- Gérer notre relation commerciale
- Améliorer nos services et communications
- Respecter nos obligations légales";"[EN] We use your personal data to:
- Respond to your contact requests
- Provide requested information about our services
- Manage our business relationship
- Improve our services and communications
- Comply with legal obligations";"We use your personal data to:
- Respond to your contact requests
- Provide requested information about our services
- Manage our business relationship
- Improve our services and communications
- Comply with legal obligations";;;;;;;;;;;;;;;;;;;;;;;;;;;
privacy.data_protection.title;Privacy;Protection des données;[EN] Data Protection;Data Protection;;;;;;;;;;;;;;;;;;;;;;;;;;;
privacy.data_protection.text;Privacy;Nous mettons en œuvre des mesures de sécurité appropriées pour protéger vos données contre tout accès; modification; divulgation ou destruction non autorisés. Vos données sont stockées sur des serveurs sécurisés et ne sont accessibles qu'au personnel autorisé.;[EN] We implement appropriate security measures to protect your data against unauthorized access; modification; disclosure; or destruction. Your data is stored on secure servers and is only accessible to authorized personnel.;We implement appropriate security measures to protect your data against unauthorized access; modification; disclosure; or destruction. Your data is stored on secure servers and is only accessible to authorized personnel.;;;;;;;;;;;;;;;;;;;
privacy.data_retention.title;Privacy;Conservation des données;[EN] Data Retention;Data Retention;;;;;;;;;;;;;;;;;;;;;;;;;;;
privacy.data_retention.text;Privacy;"Nous conservons vos données personnelles aussi longtemps que nécessaire pour :
- Répondre à vos demandes
- Maintenir notre relation commerciale
- Respecter nos obligations légales
- Résoudre d'éventuels litiges";"[EN] We retain your personal data for as long as necessary to:
- Respond to your requests
- Maintain our business relationship
- Comply with legal obligations
- Resolve potential disputes";"We retain your personal data for as long as necessary to:
- Respond to your requests
- Maintain our business relationship
- Comply with legal obligations
- Resolve potential disputes";;;;;;;;;;;;;;;;;;;;;;;;;;;
privacy.cookies.title;Privacy;Utilisation des cookies;[EN] Cookie Usage;Cookie Usage;;;;;;;;;;;;;;;;;;;;;;;;;;;
privacy.cookies.text;Privacy;Notre site utilise des cookies essentiels pour son fonctionnement et des cookies analytiques pour améliorer votre expérience. Vous pouvez contrôler l'utilisation des cookies non essentiels via les paramètres de votre navigateur.;[EN] Our website uses essential cookies for its operation and analytical cookies to improve your experience. You can control the use of non-essential cookies through your browser settings.;Our website uses essential cookies for its operation and analytical cookies to improve your experience. You can control the use of non-essential cookies through your browser settings.;;;;;;;;;;;;;;;;;;;;;;;;;;;
privacy.rights.title;Privacy;Vos droits;[EN] Your Rights;Your Rights;;;;;;;;;;;;;;;;;;;;;;;;;;;
privacy.rights.text;Privacy;"Conformément au RGPD, vous disposez des droits suivants :
- Accès à vos données personnelles
- Rectification de vos données
- Effacement de vos données
- Opposition au traitement
- Portabilité des données
- Retrait du consentement
- Limitation du traitement";"[EN] Under GDPR, you have the following rights:
- Access to your personal data
- Rectification of your data
- Erasure of your data
- Opposition to processing
- Data portability
- Withdrawal of consent
- Restriction of processing";"Under GDPR, you have the following rights:
- Access to your personal data
- Rectification of your data
- Erasure of your data
- Opposition to processing
- Data portability
- Withdrawal of consent
- Restriction of processing";;;;;;;;;;;;;;;;;;;;;;;;;;;
privacy.contact.title;Privacy;Nous contacter;[EN] Contact Us;Contact us;;;;;;;;;;;;;;;;;;;;;;;;;;;
privacy.contact.text;Privacy;Pour toute question concernant cette politique de confidentialité ou pour exercer vos droits; contactez-nous à l'adresse email indiquée sur notre page Contact.;[EN] For any questions about this privacy policy or to exercise your rights; please contact us at the email address shown on our Contact page.;For any questions about this privacy policy or to exercise your rights; please contact us at the email address shown on our Contact page.;;;;;;;;;;;;;;;;;;;;;;;;
privacy.updates.title;Privacy;Mises à jour;[EN] Updates;Updates;;;;;;;;;;;;;;;;;;;;;;;;;;;
privacy.updates.text;Privacy;Nous nous réservons le droit de mettre à jour cette politique de confidentialité à tout moment. Les modifications seront publiées sur cette page avec la date de dernière mise à jour.;[EN] We reserve the right to update this privacy policy at any time. Changes will be posted on this page with the last update date.;We reserve the right to update this privacy policy at any time. Changes will be posted on this page with the last update date.;;;;;;;;;;;;;;;;;;;;;;;;;;;
footer.contact;Footer;Contact;[EN] Contact;Contact;;;;;;;;;;;;;;;;;;;;;;;;;;;
footer.contactTitle;Footer;Contact;[EN] Contact;Contact;;;;;;;;;;;;;;;;;;;;;;;;;;;
footer.copyright;Footer;© {année} IAGE. Tous droits réservés.;[EN] © {année} IAGE. Tous droits réservés.;© {year} IAGE. All rights reserved.;;;;;;;;;;;;;;;;;;;;;;;;;;;
footer.email;Footer;Email: contact@iage-france.com;[EN] Email: contact@iage-france.com;Email: contact@iage-france.com;;;;;;;;;;;;;;;;;;;;;;;;;;;
footer.home;Footer;Accueil;[EN] Accueil;Welcome;;;;;;;;;;;;;;;;;;;;;;;;;;;
footer.legal;Footer;Mentions légales;[EN] Mentions légales;Legal notices;;;;;;;;;;;;;;;;;;;;;;;;;;;
footer.navigation;Footer;Navigation;[EN] Navigation;Navigation;;;;;;;;;;;;;;;;;;;;;;;;;;;
footer.privacy;Footer;Politique de confidentialité;[EN] Politique de confidentialité;Privacy Policy;;;;;;;;;;;;;;;;;;;;;;;;;;;
footer.sectors;Footer;Domaines;[EN] Domaines;Domains;;;;;;;;;;;;;;;;;;;;;;;;;;;
footer.services;Footer;Services;[EN] Services;Services;;;;;;;;;;;;;;;;;;;;;;;;;;;
footer.subtitle;Footer;Ingéniérie et Analyse en Génétique Environnementale;[EN] Ingéniérie et Analyse en Génétique Environnementale;Engineering and Analysis in Environmental Genetics;;;;;;;;;;;;;;;;;;;;;;;;;;;
footer.title;Footer;IAGE;[EN] IAGE;IAGE;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.common.recommendation_title;Diagbox Gazon QNA Reco;Notre recommandation :;[EN] Notre recommandation :;Our recommendation:;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.common.contact_link;Diagbox Gazon QNA Reco;Contactez-nous;[EN] Contactez-nous;Contact us;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q1_sub1.recommendation_text;Diagbox Gazon QNA Reco;Nos recommandations :;[EN] Nos recommandations :;Our recommendations:;;;;;;;;;;;;;;;;;;;;;;;;;;;
diagbox.gazon.qna_reco.qna-group-q1_sub1.conclusion_text_prefix;Diagbox Gazon QNA Reco;"**Connaissez l'état réel de votre gazon** : faites un **diagnostic complet (feuilles et les racines)** de votre pelouse (Diagbox PF00049) : vous prenez connaissance de la présence éventuelle de la **pyriculariose**, et surtout des **autres champignons** présents qui pourraient profiter de vos traitements contre la pyriculariose pour prendre sa place et **s'étendre à leur tour**.

**Mettez en place un plan simple de surveillance** : à partir des périodes de chaleur propices au développement de la pyriculariose (juin ou juillet selon la situation de votre stade), assurez un **suivi de détection précoce** de la pyriculariose (PF00011). Cette Diagbox est **très facile d'emploi** : vous passez une lingette sur les lames de la tondeuse après tonte, vous nous l'expédiez avec l'enveloppe prépayée et vous avec le résultat 48h après. Assurez cette surveillance **au minimum une fois par semaine**.

**Mettez en place un suivi renforcé si nécessaire**, avec deux mesures par semaine dans les régions à risque : les premiers signes de la pyriculariose apparaissent en effet de l'ordre de 3 jours après un résultat positif de notre Digabox : **le suivi rapproché vous permet d'intervenir quand il est encore temps**. 

**Surveillez l'efficacité des vos traitements** : vous mettez  en œuvre les traitements **dès que la mesure est positive**, sur la zone identifiée, généralement en plusieurs fois. Vous vérifiez l'effet de chaque traitement avec la Diagbox PF00016 qui permet de quantifier la pression du pathogène et sa décroissance au fur et à mesure que les traitements agissent.

Nous vous accompagnons à chaque étape, en particulier dans la mise en place de **traitement de prévention contre les autres pathogènes présents** identifiés lors du diagnostics. L'audit sur les racines permet alors de calibrer les traitements à prévoir de manière pertinente.";"[EN] **Connaissez l'état réel de votre gazon** : faites un **diagnostic complet (feuilles et les racines)** de votre pelouse (Diagbox PF00049) : vous prenez connaissance de la présence éventuelle de la **pyriculariose**, et surtout des **autres champignons** présents qui pourraient profiter de vos traitements contre la pyriculariose pour prendre sa place et **s'étendre à leur tour**.

**Mettez en place un plan simple de surveillance** : à partir des périodes de chaleur propices au développement de la pyriculariose (juin ou juillet selon la situation de votre stade), assurez un **suivi de détection précoce** de la pyriculariose (PF00011). Cette Diagbox est **très facile d'emploi** : vous passez une lingette sur les lames de la tondeuse après tonte, vous nous l'expédiez avec l'enveloppe prépayée et vous avec le résultat 48h après. Assurez cette surveillance **au minimum une fois par semaine**.

**Mettez en place un suivi renforcé si nécessaire**, avec deux mesures par semaine dans les régions à risque : les premiers signes de la pyriculariose apparaissent en effet de l'ordre de 3 jours après un résultat positif de notre Digabox : **le suivi rapproché vous permet d'intervenir quand il est encore temps**. 

**Surveillez l'efficacité des vos traitements** : vous mettez  en œuvre les traitements **dès que la mesure est positive**, sur la zone identifiée, généralement en plusieurs fois. Vous vérifiez l'effet de chaque traitement avec la Diagbox PF00016 qui permet de quantifier la pression du pathogène et sa décroissance au fur et à mesure que les traitements agissent.

Nous vous accompagnons à chaque étape, en particulier dans la mise en place de **traitement de prévention contre les autres pathogènes présents** identifiés lors du diagnostics. L'audit sur les racines permet alors de calibrer les traitements à prévoir de manière pertinente.";"**Know the real state of your lawn**: carry out a **complete diagnosis (leaves and roots)** of your lawn (Diagbox PF00049): you become aware of the possible presence of **pyriculariosis**, and especially of the **other fungi** present which could take adv

**Set up a simple monitoring plan**: starting from the hot periods conducive to the development of pyriculariosis (June or July depending on the situation of your stadium), ensure an **early detection monitoring** of pyriculariosis (PF00011). This Diagbox

**Set up enhanced monitoring if necessary**, with two measurements per week in at-risk regions: the first signs of pyriculariosis appear around 3 days after a positive result from our Digabox: **close monitoring allows you to intervene while there is stil

**Monitor the effectiveness of your treatments**: you implement the treatments **as soon as the measurement is positive**, on the identified area, generally in several stages. You check the effect of each treatment with the Diagbox PF00016 which allows yo

We support you every step of the way, particularly in implementing **preventative treatments against other pathogens present** identified";;;;;;;;;;;;;;;;;;;;;;;;;;;
